Route,Source,Destination,State From,State To,Distance,Vehicle,Type,Owner,Load Id,Payment,Posted On,Available On,Price,Price Per Mile,Count,Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD - OR,"Rapid City, SD 57701","Troutdale, OR 97060",SD,OR,1197,2018 Dodge Ram 2500,Sedan,Easy Auto Ship,28901476,COD,1h ago,ASAP," 1,900 ", 1.59 ,1," 7,231 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - NJ,"Durham, NC 27703","Newark, NJ 07102",NC,NJ,489,2015 Jeep Cherokee,Sedan,ShipYourCarNow LLC,10708021,10 Business Days,1h ago,6/Jan/23, 450 , 0.92 ,1," 4,028 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY - AL,"Mechanicville, NY 12118","Opelika, AL 36804",NY,AL,1143,2013 Ford F350sd,Pickup (4 doors),BacklotCars Inc,A006572,ACH,1h ago,ASAP, 974 , 0.85 ,1," 6,924 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ - VA,"Manville, NJ 08835","Newport News, VA 23602",NJ,VA,365,2015 Honda Civic,Sedan,Diesel Up,212361,15 Business Days,1h ago,ASAP, 300 , 0.82 ,1," 3,002 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR - AZ,"Little Rock, AR 72204","Phoenix, AZ 85020",AR,AZ,1309,1982 Chevrolet C/k20,Pickup (2 doors),BacklotCars Inc,A460949,ACH,1h ago,ASAP, 987 , 0.75 ,1," 7,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN - VA,"Old Hickory, TN 37138","Newport News, VA 23602",TN,VA,675,2018 Ford Escape,SUV,Diesel Up,B50877,15 Business Days,1h ago,ASAP, 400 , 0.59 ,1," 3,755 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD - OR,"Rapid City, SD 57701","Troutdale, OR 97060",SD,OR,1197,2018 Dodge Ram 2500,Sedan,Easy Auto Ship,28901476,COD,1h ago,ASAP," 1,900 ", 1.59 ,1," 7,231 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - NJ,"Durham, NC 27703","Newark, NJ 07102",NC,NJ,489,2015 Jeep Cherokee,Sedan,ShipYourCarNow LLC,10708021,10 Business Days,1h ago,6/Jan/23, 450 , 0.92 ,1," 4,028 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - NH,"Fort Myers, FL 33905","Nashua, NH 03062",FL,NH,1488,2023 Ram Promaster 1500,Sedan,Auto Transport inc,28777065,COD,1h ago,ASAP, 825 , 0.55 ,1," 8,550 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - MS,"Wickett, TX 79788","Heidelberg, MS 39439",TX,MS,889,2016 Ford F-150,Pickup (4 doors),Kathy's Transport,KT1668,QuickPay,1h ago,5/Jan/23," 1,000 ", 1.12 ,1," 5,236 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM - CO,"Farmington, NM 87401","Colorado Springs, CO 80909",NM,CO,353,2016 Hyundai Accent,Sedan,BacklotCars Inc,Q007285,ACH,1h ago,ASAP, 365 , 1.03 ,1," 2,635 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - CA,"Exton, PA 19341","Anaheim, CA 92805",PA,CA,2682,2020 Bmw X5,Other,Regal Auto Transport,678056,COD,1h ago,ASAP," 1,050 ", 0.39 ,1," 5,260 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - TX,"Midland, TX 79703","Laredo, TX 78041",TX,TX,426,2012 Lincoln Mkx,SUV,BacklotCars Inc,F124963,ACH,1h ago,ASAP, 876 , 2.06 ,1," 4,429 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN - WI,"Ham Lake, MN 55304","Ellsworth, WI 54011",MN,WI,64,2010 FORD F-150,Pickup (4 doors),RCG Logistics LLC,RD51792A,30 Business Days,1h ago,ASAP, 150 , 2.34 ,1," 5,908 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA - CA,"Boston, MA 02112","Venice, CA 90291",MA,CA,3009,2019 Chevrolet Equinox,Sedan,Easy Auto Ship,28561344,COD,1h ago,ASAP," 1,400 ", 0.47 ,1," 3,682 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - FL,"Selma, TX 78154","Pensacola, FL 32505",TX,FL,705,2023 Audi Q7,SUV,Easy Car Shipping,201667,QuickPay,1h ago,5/Jan/23, 550 , 0.78 ,1," 4,982 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - OH,"Northfield, OH 44067","Lancaster, OH 43130",OH,OH,163,2015 Chrysler 200,Sedan,BacklotCars Inc,B051966,ACH,1h ago,ASAP, 190 , 1.17 ,1," 3,802 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - AZ,"San Antonio, TX 78219","Gilbert, AZ 85297",TX,AZ,947,2022 Nissan Titan,Pickup (4 doors),Bill Luke Auto Group,10796,10 Business Days,1h ago,ASAP, 700 , 0.74 ,1," 5,938 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA - TN,"Columbus, GA 31904","Elizabethton, TN 37643",GA,TN,368,2013 Jeep Wrangler,SUV,BacklotCars Inc,K947526,ACH,1h ago,ASAP, 405 , 1.10 ,1," 4,921 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - AL,"Selma, TX 78154","Irondale, AL 35210",TX,AL,832,2023 Audi Q5,SUV,Easy Car Shipping,201666,QuickPay,1h ago,5/Jan/23, 550 , 0.66 ,1," 4,079 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - UT,"Katy, TX 77494","Ogden, UT 84201",TX,UT,1480,2018 Jeep Grand Cherokee,SUV,McCollister's Brokerage Service Inc,108444,10 Business Days,1h ago,6/Jan/23, 800 , 0.54 ,1," 5,363 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY - CO,"Cheyenne, WY 82001","Grand Junction, CO 81501",WY,CO,341,2008 Toyota Highlander,SUV,BacklotCars Inc,D994128,ACH,1h ago,ASAP, 355 , 1.04 ,1," 4,321 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - LA,"Garland, TX 75041","Livingston, LA 70754",TX,LA,449,2022 FORD F250 CREW CAB LWB GAS ENGINE,Pickup (4 doors),Kathy's Transport,KT1667,QuickPay,1h ago,5/Jan/23, 450 , 1.00 ,1," 7,538 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA - NY,"East Taunton, MA 02718","Glens Falls, NY 12804",MA,NY,240,2017 Hyundai ELANTRA,Sedan,Empire Auto Transportation Grp,FX-1416,,2h ago,ASAP, 275 , 1.15 ,1," 3,109 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - MD,"Selma, TX 78154","Rockville, MD 20852",TX,MD,1572,2023 Audi S6,Sedan,Easy Car Shipping,201665,QuickPay,2h ago,5/Jan/23, 900 , 0.57 ,1," 4,486 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - AZ,"Corpus Christi, TX 78411","Phoenix, AZ 85027",TX,AZ,1122,2015 Ram 2500,Pickup (4 doors),BacklotCars Inc,H867560,ACH,2h ago,ASAP, 993 , 0.89 ,1," 7,202 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - AR,"Houston, TX 77093","Springdale, AR 72764",TX,AR,521,2015 Gmc Canyon,Pickup (4 doors),BacklotCars Inc,M778767,ACH,2h ago,ASAP, 450 , 0.86 ,1," 4,540 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - MO,"Zelienople, PA 16063","Saint Louis, MO 63116",PA,MO,629,2011 Cadillac Srx,SUV,BacklotCars Inc,K386389,ACH,2h ago,ASAP, 684 , 1.09 ,1," 4,387 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI - IN,"Wayland, MI 49348","Portage, IN 46368",MI,IN,140,"2020 Subaru Outback, Premium",SUV,Flexco,10543093,5 Business Days,2h ago,5/Jan/23, 390 , 2.79 ,1," 3,654 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - MO,"Springfield, IL 62704","West Plains, MO 65775",IL,MO,299,2005 Dodge Dakota,Pickup (4 doors),BacklotCars Inc,F203641,ACH,2h ago,6/Jan/23, 450 , 1.51 ,1," 4,621 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - IL,"Clinton, NC 28328","Chicago Heights, IL 60411",NC,IL,841,2014 Ram 1500,Pickup (4 doors),BacklotCars Inc,H328987,ACH,2h ago,ASAP, 771 , 0.92 ,1," 5,718 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL - IL,"Jackson, AL 36545","Loves Park, IL 61111",AL,IL,908,2014 Ford Taurus,Sedan,BacklotCars Inc,P913888,ACH,2h ago,8/Jan/23, 789 , 0.87 ,1," 4,341 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - IA,"Garland, TX 75041","Dubuque, IA 52001",TX,IA,893,2022 FORD F250 CREW CAB GAS ENGINE LWB,Other,Kathy's Transport,KT1666,QuickPay,2h ago,5/Jan/23, 900 , 1.01 ,1," 7,538 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA - MD,"Manassas, VA 20110","Sykesville, MD 21784",VA,MD,79,2015 GMC Sierra 3500HD,Pickup (4 doors),2013 Ram 3500,Rosental Auto Group,CKOD,2h ago,ASAP, 350 , 4.43 ,1," 7,229 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN - GA,"Cookeville, TN 38501","Ringgold, GA 30736",TN,GA,105,2010 Kia Forte koup,Sedan,BacklotCars Inc,L927967,ACH,2h ago,ASAP, 175 , 1.67 ,1," 2,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS - TX,"Wichita, KS 67216","Granbury, TX 76049",KS,TX,387,2022 GMC Sierra 2500HD,Pickup (2 doors),First Source Auto,FSA1529,15 Business Days,2h ago,5/Jan/23, 300 , 0.78 ,1," 6,950 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA - GA,"Milledgeville, GA 31061","Ringgold, GA 30736",GA,GA,195,2020 Jeep Compass,SUV,BacklotCars Inc,M532417,ACH,2h ago,ASAP, 230 , 1.18 ,1," 3,633 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ - PA,"Eatontown, NJ 07724","Manheim, PA 17545",NJ,PA,154,2018 Toyota Rav4,SUV,BacklotCars Inc,N261684,ACH,2h ago,ASAP, 175 , 1.14 ,1," 3,630 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA - CO,"Pasco, WA 99301","Montrose, CO 81401",WA,CO,971,2014 Chrysler 200,Sedan,Travelers Auto Transport Inc,29027022,COD,2h ago,ASAP," 1,200 ", 1.24 ,1," 4,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - OH,"Columbus, OH 43232","Zanesville, OH 43701",OH,OH,49,2008 Pontiac Torrent,SUV,BacklotCars Inc,Z161808,ACH,2h ago,ASAP, 140 , 2.86 ,1," 3,776 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - CA,"San Marcos, CA 92069","Los Angeles, CA 91406",CA,CA,123,2022 Polestar 2,Sedan,Usko Logistics Inc,ULA5906669,ACH,2h ago,5/Jan/23, 300 , 2.44 ,1," 4,650 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - CA,"Lee Vining, CA 93541","Oakland, CA 94621",CA,CA,214,2017 Jeep Wrangler,SUV,CSL Transport,9082671,QuickPay,2h ago,ASAP, 900 , 4.21 ,1," 4,921 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - NV,"Bishop, CA 93514","Reno, NV 89502",CA,NV,201,2021 Toyota Tacoma,Pickup (4 doors),CSL Transport,9084567,COD,2h ago,ASAP, 800 , 3.98 ,1," 4,550 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL - MO,"Wood River, IL 62095","Dexter, MO 63841",IL,MO,195,2013 Chevrolet Volt,Sedan,BacklotCars Inc,E103361,ACH,2h ago,ASAP, 240 , 1.23 ,1," 3,781 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL - FL,"Okeechobee, FL 34974","Vero Beach, FL 32962",FL,FL,50,2020 jeep Cherokee,SUV,CG Auto Logistics Inc,107626,ACH,2h ago,5/Jan/23, 75 , 1.50 ,1," 4,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC - SC,"Youngsville, NC 27596","Richburg, SC 29729",NC,SC,210,2014 Cadillac Ats,Sedan,BacklotCars Inc,B257615,ACH,2h ago,ASAP, 230 , 1.10 ,1," 3,629 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - TX,"Riverside, CA 92504","Houston, TX 77057",CA,TX,1492,2023 Land Rover Range Rover,SUV,Dealers Choice Auto Transport,163180,15 Business Days,2h ago,ASAP," 1,200 ", 0.80 ,1," 5,940 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - KS,"Dallas, TX 75236","Overland Park, KS 66212",TX,KS,545,2002 Ford Thunderbird,Other,2002 Ford Thunderbird,RC Logistics LLC,15 Business Days,2h ago,ASAP, 600 , 1.10 ,1," 3,775 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY - TN,"Carrollton, KY 41008","Pulaski, TN 38478",KY,TN,297,2001 Dodge Ram 2500,Pickup (2 doors),BacklotCars Inc,Z165323,ACH,2h ago,ASAP, 360 , 1.21 ,1," 5,884 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - MS,"Dallas, TX 75236","Pascagoula, MS 39567",TX,MS,607,2020 Ford F-150,Pickup (4 doors),2018 Jeep Wrangler JK Unlimited,TurnTime Transport,QuickPay,2h ago,ASAP, 800 , 1.32 ,1," 5,684 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - KS,"Manheim, PA 17545","Overland Park, KS 66212",PA,KS,1069,2022 Ford Bronco,SUV,RC Logistics LLC,A50066S,15 Business Days,2h ago,ASAP, 700 , 0.65 ,1," 4,945 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - TN,"Grove City, PA 16127","Kodak, TN 37764",PA,TN,527,2016 Ford F150,Pickup (4 doors),BacklotCars Inc,T393012,ACH,2h ago,ASAP, 509 , 0.97 ,1," 5,236 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA - NY,"Fredericksburg, VA 22406","Buffalo, NY 14218",VA,NY,411,2015 Chevrolet Silverado 1500,Pickup (4 doors),BacklotCars Inc,U377985,ACH,2h ago,ASAP, 401 , 0.98 ,1," 5,433 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - KY,"Grove City, OH 43123","Middlesboro, KY 40965",OH,KY,310,2019 Chevrolet Silverado 1500,Pickup (4 doors),2019 Lexus NX 300h,,QuickPay,2h ago,ASAP," 1,625 ", 5.24 ,1," 5,155 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA - MN,"Council Bluffs, IA 51503","Eden Prairie, MN 55344",IA,MN,371,2018 Tesla Model 3,Sedan,TFI trans inc,SHP2212-6342103,10 Business Days,2h ago,ASAP, 450 , 1.21 ,1," 4,072 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - AZ,"Crows Landing, CA 95313","Somerton, AZ 85350",CA,AZ,581,1971 Chevrolet Suburban,Sedan,Easy Auto Ship,29027815,COD,2h ago,5/Jan/23, 650 , 1.12 ,1," 3,090 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA - FL,"Costa Mesa, CA 92626","West Palm Beach, FL 33409",CA,FL,2671,2022 Lamborghini Urus,SUV,Dealers Choice Auto Transport,163191,15 Business Days,2h ago,ASAP," 1,700 ", 0.64 ,1," 4,844 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX - TX,"Houston, TX 77043","Midland, TX 79706",TX,TX,489,2022 Ram 1500,Pickup (4 doors),USHIP LOGISTICS LLC,VIP - H4450275,ACH,2h ago,5/Jan/23, 575 , 1.18 ,1," 6,439 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - MO,"Bryn Mawr, PA 19010","Saint Louis, MO 63122",PA,MO,889,2023 Ferrari SF90,Other,Dealers Choice Auto Transport,163184,15 Business Days,2h ago,5/Jan/23," 1,400 ", 1.57 ,1," 3,682 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO - OR,"Fountain, CO 80817","Salem, OR 97301",CO,OR,1383,2019 Tesla Model 3,Sedan,2020 Tesla Model X,CARS LLC,Other,2h ago,ASAP," 1,800 ", 1.30 ,1," 4,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH - SC,"Westerville, OH 43082","Fort Mill, SC 29708",OH,SC,461,2017 Mercedes-benz C-class,Sedan,Easy Auto Ship,29009555,COD,2h ago,ASAP, 850 , 1.84 ,1," 4,226 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR - OR,"Salem, OR 97301","Bend, OR 97701",OR,OR,136,2021 CHEVY 3500,Other,2019 Ford F350,CARS LLC,Other,2h ago,ASAP, 300 , 2.21 ,1," 7,064 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN - IL,"Indianapolis, IN 46227","Chicago Heights, IL 60411",IN,IL,179,2008 Lincoln Mkx,SUV,BacklotCars Inc,C575779,ACH,2h ago,ASAP, 185 , 1.03 ,1," 4,419 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN - OH,"Lebanon, TN 37090","Hillsboro, OH 45133",TN,OH,310,2015 Ram 2500,Pickup (4 doors),Empire Auto Transportation Grp,FX-1415,,2h ago,5/Jan/23, 300 , 0.97 ,1," 7,202 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT - IL,"South Jordan, UT 84095","Louisville, IL 62858",UT,IL,1440,2023 GMC Sierra 1500,Pickup (4 doors),Barco Rent-A-Truck,BRT9192,5 Business Days,2h ago,ASAP," 1,050 ", 0.73 ,1," 5,780 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN - OH,"Indianapolis, IN 46217","Hillsboro, OH 45133",IN,OH,163,2013 Nissan Altima,Sedan,Empire Auto Transportation Grp,FX-1414,,2h ago,5/Jan/23, 200 , 1.23 ,1," 3,355 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","New Prague, MN 56071",MO,MN,413,"2023 FORD F150 CRW:4X4 5.0G,157""",Other,Jack Cooper Transport,136S001471,30 Business Days,2h ago,5/Jan/23, 466 , 1.13 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Minnetonka, MN 55305",MO,MN,439,"2023 FORD F150 CRW:4X4 3.5G,145""",Other,Jack Cooper Transport,136S001472,30 Business Days,2h ago,5/Jan/23, 502 , 1.14 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Minnetonka, MN 55305",MO,MN,439,"2023 FORD F150 CRW:4X4 2.7G,145""",Other,"2023 FORD F150 CRW:4X4 2.7G,145""",Jack Cooper Transport,30 Business Days,2h ago,5/Jan/23," 1,004 ", 2.29 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - WI,"Kansas City, MO 64120","Viroqua, WI 54665",MO,WI,439,"2023 FORD F150 SUP:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004172,30 Business Days,2h ago,5/Jan/23, 496 , 1.13 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Tulsa, OK 74145",MO,OK,269,"2022 FORD F150 CRW:4X4 5.0G,145""",Other,Jack Cooper Transport,136S001336,30 Business Days,2h ago,5/Jan/23, 321 , 1.19 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Tulsa, OK 74107",MO,OK,275,"2022 FORD F150 CRW:4X4 5.0G,145""",Other,Jack Cooper Transport,136S001344,30 Business Days,2h ago,5/Jan/23, 313 , 1.14 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - AR,"Kansas City, MO 64120","Corning, AR 72422",MO,AR,386,"2022 FORD F150 SUP:4X2 3.3G,145""",Other,Jack Cooper Transport,136S001406,30 Business Days,2h ago,5/Jan/23, 455 , 1.18 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - AR,"Kansas City, MO 64120","Little Rock, AR 72210",MO,AR,384,"2023 FORD F150 CRW:4X2 2.7G,145""",Other,Jack Cooper Transport,136S001408,30 Business Days,2h ago,5/Jan/23, 458 , 1.19 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - AR,"Kansas City, MO 64120","North Little Rock, AR 72117",MO,AR,428,"2022 FORD F150 CRW:4X4 3.5G,145""",Other,"2022 FORD F150 CRW:4X4 3.5G,145""",Jack Cooper Transport,30 Business Days,2h ago,5/Jan/23, 890 , 2.08 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - AR,"Kansas City, MO 64120","Little Rock, AR 72206",MO,AR,430,"2023 FORD F150 CRW:4X4 5.0G,145""",Other,"2023 FORD F150 CRW:4X4 3.5G,145""",,30 Business Days,2h ago,5/Jan/23," 1,374 ", 3.20 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Guthrie, OK 73044",MO,OK,335,"2023 FORD F150 CRW:4X4 5.0G,145""",Other,"2023 FORD F150 CRW:4X4 5.0G,145""",,30 Business Days,2h ago,5/Jan/23," 1,588 ", 4.74 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Oklahoma City, OK 73127",MO,OK,370,"2023 FORD F150 CRW:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004164,30 Business Days,2h ago,5/Jan/23, 425 , 1.15 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Tulsa, OK 74145",MO,OK,269,"2023 FORD F150 CRW:4X4 3.5G,145""",Other,Jack Cooper Transport,1363004165,30 Business Days,2h ago,5/Jan/23, 321 , 1.19 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - SD,"Kansas City, MO 64120","Tyndall, SD 57066",MO,SD,372,"2022 FORD F150 CRW:4X4 3.5G,145""",Other,Jack Cooper Transport,1363004167,30 Business Days,2h ago,5/Jan/23, 421 , 1.13 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - WI,"Kansas City, MO 64120","Dodgeville, WI 53533",MO,WI,434,"2022 FORD F150 CRW:4X4 3.5G,145""",Other,Jack Cooper Transport,1363004168,30 Business Days,2h ago,5/Jan/23, 473 , 1.09 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - WI,"Kansas City, MO 64120","Onalaska, WI 54650",MO,WI,460,"2023 FORD F150 CRW:4X4 5.0G,157""",Other,Jack Cooper Transport,1363004171,30 Business Days,2h ago,5/Jan/23, 501 , 1.09 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Minneapolis, MN 55413",MO,MN,436,"2022 FORD F150 CRW:4X2 5.0G,157""",Other,"2022 FORD F150 CRW:4X2 5.0G,157""",,30 Business Days,2h ago,5/Jan/23," 2,952 ", 6.77 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Rochester, MN 55901",MO,MN,405,"2023 FORD F150 CRW:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004158,30 Business Days,2h ago,5/Jan/23, 458 , 1.13 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Worthington, MN 56187",MO,MN,377,"2022 FORD F150 SUP:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004160,30 Business Days,2h ago,5/Jan/23, 429 , 1.14 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - NE,"Kansas City, MO 64120","Fairbury, NE 68352",MO,NE,201,"2023 FORD F150 CRW:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004161,30 Business Days,2h ago,5/Jan/23, 263 , 1.31 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - OK,"Kansas City, MO 64120","Bartlesville, OK 74006",MO,OK,217,"2022 FORD F150 CRW:4X4 3.5G,145""",Other,Jack Cooper Transport,1363004162,30 Business Days,2h ago,5/Jan/23, 274 , 1.26 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA - MN,"Monroeville, PA 15646","Forest Lake, MN 55025",PA,MN,900,2013 Land rover Lr2,SUV,BacklotCars Inc,L266840,ACH,2h ago,ASAP, 767 , 0.85 ,1," 3,880 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY - OH,"Lawrenceburg, KY 40342","Hillsboro, OH 45133",KY,OH,138,2016 Kia Soul,SUV,Empire Auto Transportation Grp,FX-1413,,2h ago,5/Jan/23, 200 , 1.45 ,1," 2,837 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Fergus Falls, MN 56537",MO,MN,596,"2023 FORD F150 CRW:4X4 5.0G,157""",Other,"2023 FORD F150 CRW:4X4 5.0G,145""",,30 Business Days,2h ago,5/Jan/23," 3,780 ", 6.34 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - MN,"Kansas City, MO 64120","Kenyon, MN 55946",MO,MN,395,"2023 FORD F150 SUP:4X4 2.7G,145""",Other,Jack Cooper Transport,1363004156,30 Business Days,2h ago,5/Jan/23, 460 , 1.16 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - IL,"Kansas City, MO 64120","Macomb, IL 61455",MO,IL,290,"2023 FORD F150 SUP:4X4 5.0G,145""",Other,Jack Cooper Transport,1363004145,30 Business Days,2h ago,5/Jan/23, 345 , 1.19 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - KS,"Kansas City, MO 64120","Hillsboro, KS 67063",MO,KS,177,"2023 FORD T350 LowRf:WAG,148""",Other,Jack Cooper Transport,1363004146,30 Business Days,2h ago,5/Jan/23, 522 , 2.95 ,1," 9,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO - KS,"Kansas City, MO 64120","Pittsburg, KS 66762",MO,KS,139,"2023 FORD F150 CRW:4X4 2.7G,145""",Other,"2023 FORD F150 CRW:4X4 2.7G,145""",Jack Cooper Transport,30 Business Days,2h ago,5/Jan/23, 398 , 2.86 ,1," 5,740 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
